rating,list_price,weight,brand,lifestage,itemnumber,specialdiet,product_list,foodform,breedsize,review_count,price,madein,company,foodtexture
4.7,,,"hill's, science diet",adult,69778,"prescription food, weight control","hill's prescription diet metabolic weight management chicken flavor canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",69,"
                        $36.99",united states,Hill's Prescription Diet,pate
4.7,,,"hill's, science diet",adult,69793,prescription food,"hill's prescription diet u/d urinary care chicken flavor canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",63,"
                        $35.49",united states,Hill's Prescription Diet,pate
4.5,"
                        $22.99",,hill's,senior,52800,,"hill's science diet adult 7+ turkey & barley entree canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",45,"
                        $18.85",united states,Hill's Science Diet,minced
4.9,"
                        $27.99",,,adult,110541,,"cesar canine cuisine and home delights club variety pack dog food trays,3.5-oz case of 36",wet food,"all breeds, small breeds, medium breeds, large breeds",17,"
                        $24.98",united states,Cesar,"bits in broth, pate"
4.6,"
                        $8.94",13 ounces,purina,"adult, all stages",111090,grain-free,"purina one smartblend true instinct classic ground grain-free variety pack canned dog food,13-oz,case of 6",wet food,"small breeds, medium breeds, large breeds, all breeds",16,"
                        $7.98",united states,Purina ONE,chunks in gravy
4.6,"
                        $21.79",10 ounces,purina,"all stages, adult",116637,,purina beneful prepared meals variety pack wet dog food,wet food,"all breeds, large breeds, medium breeds, small breeds",19,"
                        $19.94",,Purina Beneful,stew
4.3,"
                        $31.99",,,"all stages, adult",56765,grain-free,"taste of the wild southwest canyon grain-free canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",104,"
                        $27.48",united states,Taste of the Wild,chunks in gravy
4.7,"
                        $28.07",,,"all stages, adult",50640,grain-free,"taste of the wild sierra mountain grain-free canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",108,"
                        $27.48",united states,Taste of the Wild,chunks in gravy
4.9,"
                        $9.50",,,adult,86474,,"cesar savory delights multipack dog food trays,3.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",44,"
                        $8.38",,Cesar,pate
4.7,"
                        $35.88",,,"adult, all stages",47880,"no corn no wheat no soy, gluten free, grain-free","merrick classic grain-free wingaling recipe canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",101,"
                        $31.44",united states,Merrick,chunks in gravy
4.7,"
                        $35.88",,,"adult, all stages",49203,"no corn no wheat no soy, grain-free","wellness chicken stew with peas & carrots grain-free canned dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",108,"
                        $33.99",,Wellness,stew
4.7,"
                        $35.88",,blue basics,adult,51930,"sensitive digestion, no corn no wheat no soy, grain-free, limited ingredient diet","blue buffalo basics limited ingredient grain-free salmon & potato recipe canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",67,"
                        $29.11",united states,lue Buffalo,pate
4.8,"
                        $81.49",20.4 pounds,royal canin,adult,49958,"prescription food, sensitive digestion","royal canin veterinary diet selected protein adult pd canned dog food,13.6-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",60,"
                        $73.09",united states,Royal Canin Veterinary Diet,pate
4.8,"
                        $35.88",,,adult,47856,"no corn no wheat no soy, grain-free, gluten free","merrick grain-free 96% real chicken canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",73,"
                        $31.44",united states,Merrick,pate
4.6,,,"hill's, science diet",adult,69775,prescription food,"hill's prescription diet l/d liver care original canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",80,"
                        $37.49",united states,Hill's Prescription Diet,pate
4.8,"
                        $31.08",,blue wilderness,senior,75766,"high-protein, grain-free, no corn no wheat no soy","blue buffalo wilderness turkey & chicken grill grain-free senior canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",72,"
                        $25.99",united states,lue Buffalo,pate
4.7,"
                        $35.88",,blue wilderness,adult,75782,"high-protein, grain-free, no corn no wheat no soy","blue buffalo wilderness wolf creek stew hearty beef stew grain-free adult canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",47,"
                        $29.99",united states,lue Buffalo,stew
4.5,"
                        $23.88",,,"adult, all stages",73951,"grain-free, no corn no wheat no soy","whole earth farms grain-free chicken & turkey recipe canned dog food,12.7-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",166,"
                        $21.24",united states,Whole Earth Farms,pate
4.8,"
                        $29.88",,blue life protection,puppy,84999,no corn no wheat no soy,"blue buffalo homestyle recipe puppy chicken dinner with garden vegetables canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",71,"
                        $23.97",united states,lue Buffalo,pate
3.9,"
                        $16.38",,,adult,56219,sensitive digestion,"nature's recipe easy-to-digest lamb,rice & barley recipe homestyle ground canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",49,"
                        $12.48",united states,Nature's Recipe,minced
4.8,"
                        $35.88",,wellness core,adult,49206,"grain-free, gluten free, no corn no wheat no soy","wellness core grain-free turkey,chicken liver & turkey liver formula canned dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",129,"
                        $33.99",,Wellness,pate
4.7,"
                        $33.26",,blue life protection,adult,46819,"no corn no wheat no soy, grain-free","blue buffalo blue's country chicken stew grain free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",83,"
                        $28.99",united states,lue Buffalo,stew
4.9,,,"hill's, science diet",adult,69741,prescription food,"hill's prescription diet a/d urgent care with chicken canned dog & cat food,5.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",164,"
                        $57.99",united states,Hill's Prescription Diet,pate
4.7,"
                        $35.88",,,"adult, all stages",47874,"no corn no wheat no soy, gluten free, grain-free",merrick classic grain-free thanksgiving day dinner recipe canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",121,"
                        $31.44",united states,Merrick,chunks in gravy
5,"
                        $65.99",20.4 pounds,royal canin,adult,50194,"sensitive digestion, prescription food","royal canin veterinary diet gastrointestinal high energy he canned dog food,13.6-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",67,"
                        $56.09",united states,Royal Canin Veterinary Diet,pate
4.7,,2.625 pounds,blue life protection,"adult, all stages",114293,no corn no wheat no soy,"blue buffalo divine delights rotisserie chicken flavor hearty gravy dog food trays,3.5-oz,case of 12",wet food,"small breeds, extra small & toy breeds",13,"
                        $13.99",united states,lue Buffalo,chunks in gravy
4.6,"
                        $28.57",,blue wilderness,adult,46806,"high-protein, grain-free, no corn no wheat no soy","blue buffalo wilderness salmon & chicken grill grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",100,"
                        $25.99",united states,lue Buffalo,pate
4.6,"
                        $35.88",,,"adult, all stages",47862,"no corn no wheat no soy, gluten free, grain-free",merrick classic grain-free cowboy cookout recipe canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",141,"
                        $31.44",united states,Merrick,chunks in gravy
4.7,"
                        $25.99",,purina,adult,86220,"no corn no wheat no soy, grain-free","purina beyond chicken,carrot & pea recipe ground entrée grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",48,"
                        $22.69",united states,Purina Beyond,pate
4.8,"
                        $9.50",,,adult,93940,,"cesar home delights turkey & pot roast multipack dog food trays,3.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",34,"
                        $8.38",,Cesar,chunks in gravy
4.6,"
                        $22.99",,hill's,adult,48959,,hill's science diet adult chicken & barley entree canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",43,"
                        $18.85",united states,Hill's Science Diet,minced
4.4,"
                        $17.99",5.0 pounds,"purina, beneful",adult,100166,,"purina beneful prepared meals beef stew with peas,carrots,rice & barley wet dog food,10-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",20,"
                        $14.56",united states,Purina Beneful,stew
4.7,,,purina,puppy,67446,,"purina pro plan focus puppy classic chicken & rice entree canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",57,"
                        $18.91",united states,Purina Pro Plan,pate
4.8,"
                        $31.08",,blue wilderness,puppy,75750,"high-protein, grain-free, no corn no wheat no soy","blue buffalo wilderness turkey & chicken grill grain-free puppy canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",70,"
                        $23.40",united states,lue Buffalo,pate
